datetime,UCM_forecast,UCM_lower,UCM_upper
2016-10-31 00:00:00,0.002173711438717855,0.0,0.052599363119738375
2016-10-31 01:00:00,-6.0098352705345907e-05,0.0,0.050477985244217934
2016-10-31 02:00:00,0.0005744837611941844,0.0,0.051224749701696444
2016-10-31 03:00:00,0.00571005167177345,0.0,0.05647225203816421
2016-10-31 04:00:00,0.019870667719077778,0.0,0.07074455623009687
2016-10-31 05:00:00,0.05126108031659676,0.00027574832370298036,0.10224641230949055
2016-10-31 06:00:00,0.06395372007213652,0.012857187659265336,0.11505025248500772
2016-10-31 07:00:00,0.13348443500337365,0.08227694364894783,0.18469192635779946
2016-10-31 08:00:00,0.10373383864128725,0.05241562825737389,0.15505204902520062
2016-10-31 09:00:00,0.1077980127251596,0.056369321674330855,0.15922670377598835
2016-10-31 10:00:00,0.06578312048081107,0.014244185592752028,0.11732205536887011
2016-10-31 11:00:00,0.044374502609423966,0.0,0.09602344602155571
2016-10-31 12:00:00,0.045328214797172785,0.0,0.09708693292063084
2016-10-31 13:00:00,0.04770816000898816,0.0,0.09957642051555984
2016-10-31 14:00:00,0.042927985722658456,0.0,0.09490555775302154
2016-10-31 15:00:00,0.037159444432856015,0.0,0.08924609858116526
2016-10-31 16:00:00,0.03461024279245925,0.0,0.08680575109115847
2016-10-31 17:00:00,0.03193758073978656,0.0,0.0842417166446419
2016-10-31 18:00:00,0.02844962084761943,0.0,0.0808621592229698
2016-10-31 19:00:00,0.025807161895854445,0.0,0.07832787900007507
2016-10-31 20:00:00,0.022907907480052198,0.0,0.07553658095122731
2016-10-31 21:00:00,0.020222899307278337,0.0,0.07295930814907918
2016-10-31 22:00:00,0.014516172585366416,0.0,0.06736009715313077
2016-10-31 23:00:00,0.007473499813595824,0.0,0.06042472180060541
2016-11-01 00:00:00,0.0024409576921576156,0.0,0.055499260116109755
2016-11-01 01:00:00,0.0002071479007343727,0.0,0.053372315090404375
2016-11-01 02:00:00,0.000841730014634014,0.0,0.05411354759672484
2016-11-01 03:00:00,0.005977297925213273,0.0,0.059355552811389156
2016-11-01 04:00:00,0.020137913972517543,0.0,0.0736223943466182
2016-11-01 05:00:00,0.051528326570036496,0.0,0.10511882187546875
2016-11-01 06:00:00,0.06422096632557639,0.010524665398272709,0.11791726725288007
2016-11-01 07:00:00,0.13375168125681344,0.07994978278222843,0.18755357973139847
2016-11-01 08:00:00,0.10400108489472698,0.05009379572467549,0.15790837406477848
2016-11-01 09:00:00,0.1080652589785994,0.05405278475405059,0.1620777332031482
2016-11-01 10:00:00,0.06605036673425088,0.011932911897095548,0.12016782157140621
2016-11-01 11:00:00,0.044641748862863755,0.0,0.09886398105820542
2016-11-01 12:00:00,0.04559546105061255,0.0,0.09992226852573982
2016-11-01 13:00:00,0.04797540626242788,0.0,0.10240658810366243
2016-11-01 14:00:00,0.04319523197609832,0.0,0.0977305884233385
2016-11-01 15:00:00,0.03742669068629583,0.0,0.09206602312201963
2016-11-01 16:00:00,0.03487748904589899,0.0,0.0896205999843133
2016-11-01 17:00:00,0.03220482699322628,0.0,0.08705152006955982
2016-11-01 18:00:00,0.028716867101059276,0.0,0.08366694706099685
2016-11-01 19:00:00,0.026074408149294306,0.0,0.08112768083854986
2016-11-01 20:00:00,0.02317515373349193,0.0,0.07833142608751827
2016-11-01 21:00:00,0.020490145560718084,0.0,0.0757492255945508
2016-11-01 22:00:00,0.014783418838806238,0.0,0.07014511563703964
2016-11-01 23:00:00,0.0077407460670356676,0.0,0.06320486977392861
2016-11-02 00:00:00,0.0028812271782413254,0.0,0.05844758898795065
2016-11-02 01:00:00,0.0006474173868181245,0.0,0.056315829533757626
2016-11-02 02:00:00,0.0012819995007178004,0.0,0.057052275250040745
2016-11-02 03:00:00,0.006417567411297059,0.0,0.06228952104950017
2016-11-02 04:00:00,0.020578183458601282,0.0,0.07655163028424813
2016-11-02 05:00:00,0.05196859605612023,0.0,0.10804335237068227
2016-11-02 06:00:00,0.06466123581166017,0.008485352712847095,0.12083711891047325
2016-11-02 07:00:00,0.13419195074289722,0.07791512257956243,0.190468778906232
2016-11-02 08:00:00,0.10444135438081079,0.04806376189656658,0.160818946865055
2016-11-02 09:00:00,0.10850552846468318,0.05202735143573237,0.164983705493634
2016-11-02 10:00:00,0.06649063622033466,0.009912053464069856,0.12306921897659946
2016-11-02 11:00:00,0.04508201834894751,0.0,0.1017608289654513
2016-11-02 12:00:00,0.04603573053669634,0.0,0.10281459208829405
2016-11-02 13:00:00,0.04841567574851166,0.0,0.10529441224370378
2016-11-02 14:00:00,0.04363550146218204,0.0,0.10061393783493185
2016-11-02 15:00:00,0.03786696017237961,0.0,0.09494492227403051
2016-11-02 16:00:00,0.03531775853198276,0.0,0.09249507312327407
2016-11-02 17:00:00,0.03264509647931004,0.0,0.08992159122248974
2016-11-02 18:00:00,0.029157136587142966,0.0,0.08653264003817589
2016-11-02 19:00:00,0.026514677635378098,0.0,0.08398901923624805
2016-11-02 20:00:00,0.02361542321957571,0.0,0.0811884332906801
2016-11-02 21:00:00,0.02093041504680187,0.0,0.0786019247794375
2016-11-02 22:00:00,0.015223688324889977,0.0,0.0729935297738284
2016-11-02 23:00:00,0.008181015553119462,0.0,0.06604902162927076
2016-11-03 00:00:00,0.0031484734316811,0.0,0.06111447789484451
