datetime,ARIMA_forecast,ARIMA_lower,ARIMA_upper
2016-12-01 00:00:00,0.0027221951519996977,-0.04243046974317943,0.04787486004717882
2016-12-01 01:00:00,0.00045142039061215906,-0.056263525193586746,0.05716636597481107
2016-12-01 02:00:00,0.0006345431457384721,-0.060183613168758546,0.06145269946023549
2016-12-01 03:00:00,0.004307158693617797,-0.057782695319385596,0.06639701270662118
2016-12-01 04:00:00,0.015657843359897165,-0.04676952161771485,0.07808520833750918
2016-12-01 05:00:00,0.03962487268696079,-0.02288088704167971,0.1021306324156013
2016-12-01 06:00:00,0.05523223168129053,-0.007291200920657381,0.11775566428323844
2016-12-01 07:00:00,0.09548654226062399,0.032957961510647504,0.15801512301060047
2016-12-01 08:00:00,0.09060863068842478,0.028077252012821352,0.15314000936402822
2016-12-01 09:00:00,0.08953892156856536,0.02700485460789434,0.15207298852923637
2016-12-01 10:00:00,0.05841790161913797,-0.004119348896621716,0.12095515213489766
2016-12-01 11:00:00,0.044300925248555154,-0.018240099946634433,0.10684195044374474
2016-12-01 12:00:00,0.044552097673955966,-0.017993181506746732,0.10709737685465867
2016-12-01 13:00:00,0.04608355535572917,-0.016466294776889462,0.1086334054883478
2016-12-01 14:00:00,0.04344329804457968,-0.019111303017301934,0.10599789910646129
2016-12-01 15:00:00,0.038647098224283964,-0.023912342288534526,0.10120653873710245
2016-12-01 16:00:00,0.03653230093752357,-0.02603201544955313,0.09909661732460026
2016-12-01 17:00:00,0.03562620137998713,-0.026943001555646086,0.09819540431562035
2016-12-01 18:00:00,0.03157688157377691,-0.030997207864107403,0.09415097101166123
2016-12-01 19:00:00,0.027912594407967475,-0.03466637822863079,0.09049156704456575
2016-12-01 20:00:00,0.024166426446942866,-0.03841742595905169,0.08675027885293742
2016-12-01 21:00:00,0.02049672219128862,-0.04209200733072721,0.08308545171330445
2016-12-01 22:00:00,0.013934394289781863,-0.04865921027229395,0.07652799885185768
2016-12-01 23:00:00,0.00696422452773764,-0.05563425293266676,0.06956270198814203
2016-12-02 00:00:00,0.0017593103638531395,-0.0625017212046721,0.06602034193237838
2016-12-02 01:00:00,-0.0006710390132611936,-0.0659052218548815,0.0645631438283591
2016-12-02 02:00:00,-0.0005876181558795859,-0.06624747971555808,0.06507224340379891
2016-12-02 03:00:00,0.003479676277736646,-0.06234014096543051,0.0692994935209038
2016-12-02 04:00:00,0.016460503456795773,-0.04941690579094404,0.08233791270453558
2016-12-02 05:00:00,0.046344997212362925,-0.019555216484822092,0.11224521090954795
2016-12-02 06:00:00,0.06530591513240065,-0.0006058411678828424,0.13121767143268415
2016-12-02 07:00:00,0.1155555327357364,0.04963580283244011,0.1814752626390327
2016-12-02 08:00:00,0.10520698465766759,0.03928024873310222,0.17113372058223297
2016-12-02 09:00:00,0.10279550598464389,0.036861816557979515,0.16872919541130826
2016-12-02 10:00:00,0.0626136585419217,-0.0033272116319527506,0.12855452871579615
2016-12-02 11:00:00,0.04532097475345366,-0.020627329565668845,0.11126927907257617
2016-12-02 12:00:00,0.04495373540151126,-0.02100219695595555,0.11090966775897808
2016-12-02 13:00:00,0.04704318291088734,-0.018920500734761578,0.11300686655653626
2016-12-02 14:00:00,0.04303566462961599,-0.02293583845181909,0.10900716771105107
2016-12-02 15:00:00,0.03800985988764114,-0.027969495369473386,0.10398921514475568
2016-12-02 16:00:00,0.03502529172722513,-0.03096192864176993,0.10101251209622018
2016-12-02 17:00:00,0.03403085974579229,-0.031964228972537805,0.10002594846412238
2016-12-02 18:00:00,0.029823034474244642,-0.03617992183218187,0.09582599078067115
2016-12-02 19:00:00,0.027063392242779507,-0.03894742972528123,0.09307421421084025
2016-12-02 20:00:00,0.022928838075212038,-0.04308984764526454,0.08894752379568861
2016-12-02 21:00:00,0.019960275757229144,-0.046066272069728104,0.08598682358418638
2016-12-02 22:00:00,0.013928119272218915,-0.05210628888248667,0.0799625274269245
2016-12-02 23:00:00,0.0067069011562762865,-0.05933536466152138,0.07274916697407395
2016-12-03 00:00:00,0.0014076144014201143,-0.06488002493089386,0.0676952537337341
2016-12-03 01:00:00,-0.0010687728268014753,-0.06751414116411558,0.06537659551051264
2016-12-03 02:00:00,-0.0010141162079630303,-0.06754111979910182,0.06551288738317576
2016-12-03 03:00:00,0.0031670445559936877,-0.06340020744400514,0.06973429655599252
2016-12-03 04:00:00,0.016618173548875313,-0.0499705442839038,0.08320689138165444
2016-12-03 05:00:00,0.04820987622388984,-0.018392386084987992,0.11481213853276767
2016-12-03 06:00:00,0.0681383074724483,0.0015257192598424063,0.1347508956850542
2016-12-03 07:00:00,0.12127160558766806,0.05464990351503858,0.18789330766029755
2016-12-03 08:00:00,0.10934476004430568,0.04271430313044104,0.1759752169581703
2016-12-03 09:00:00,0.10654617623631298,0.03990698526105718,0.17318536721156877
2016-12-03 10:00:00,0.06375024885892411,-0.0028977610887852695,0.13039825880663347
2016-12-03 11:00:00,0.04554136254368456,-0.021115560042676923,0.11219828513004604
2016-12-03 12:00:00,0.04499570926383404,-0.021670196663758738,0.11166161519142681
2016-12-03 13:00:00,0.047246138759650384,-0.019428794795518047,0.11392107231481882
2016-12-03 14:00:00,0.04284416097980362,-0.02383982418057208,0.10952814614017932
2016-12-03 15:00:00,0.03775211442709946,-0.02894093336534171,0.10444516221954064
2016-12-03 16:00:00,0.034516614374327834,-0.03218549986554804,0.10121872861420371
2016-12-03 17:00:00,0.03349669818438352,-0.03321448280629174,0.10020787917505877
2016-12-03 18:00:00,0.02924314354023092,-0.03747710308807264,0.09596339016853447
2016-12-03 19:00:00,0.026744494487663212,-0.039984816306719934,0.09347380528204635
2016-12-03 20:00:00,0.02249788956201908,-0.04424048400809086,0.08923626313212901
2016-12-03 21:00:00,0.0197316091075895,-0.047015825931629604,0.08647904414680861
2016-12-03 22:00:00,0.013852408901999343,-0.05290408592407457,0.08060890372807326
2016-12-03 23:00:00,0.006558762471419167,-0.060206789297550425,0.07332431424038875
2016-12-04 00:00:00,0.0012322488990759632,-0.06560826493452146,0.06807276273267338
2016-12-04 01:00:00,-0.0012574204077310206,-0.06815121356033907,0.06563637274487702
2016-12-04 02:00:00,-0.0012110623707679994,-0.06813793871937907,0.06571581397784307
2016-12-04 03:00:00,0.0030029492216151385,-0.06394479721730621,0.06995069566053648
2016-12-04 04:00:00,0.016589761907369837,-0.05037254240266752,0.0835520662174072
2016-12-04 05:00:00,0.04867400023478542,-0.018299837309602884,0.11564783777917373
2016-12-04 06:00:00,0.068881562410462,0.0018975457722231748,0.13586557904870084
2016-12-04 07:00:00,0.12284681228393335,0.055853156151360966,0.18984046841650573
2016-12-04 08:00:00,0.11046462248662754,0.04346149109193363,0.17746775388132147
2016-12-04 09:00:00,0.10755435751411663,0.04054176118679578,0.17456695384143747
2016-12-04 10:00:00,0.06400425907343084,-0.0030178402152804124,0.1310263583621421
2016-12-04 11:00:00,0.045531045174077564,-0.021500598980545946,0.11256268932870107
