datetime,ARIMA_forecast,ARIMA_lower,ARIMA_upper
2016-10-31 00:00:00,0.009696595538183275,0.0,0.05485644545557686
2016-10-31 01:00:00,0.006552193682997192,0.0,0.06113412898495556
2016-10-31 02:00:00,0.006147333782991668,0.0,0.06396943112018576
2016-10-31 03:00:00,0.009393034191722202,0.0,0.0686942547718445
2016-10-31 04:00:00,0.020589254615214308,0.0,0.08047503176481961
2016-10-31 05:00:00,0.04405756800058212,0.0,0.10423636098836556
2016-10-31 06:00:00,0.060477456354551616,0.0001707115751308358,0.1207842011339724
2016-10-31 07:00:00,0.09535004727276762,0.034971575547257376,0.15572851899827786
2016-10-31 08:00:00,0.09397693632557196,0.03356172190302825,0.15439215074811566
2016-10-31 09:00:00,0.0917535360339119,0.0313142326742437,0.15219283939358008
2016-10-31 10:00:00,0.06216877479826497,0.0017142202502791817,0.12262332934625075
2016-10-31 11:00:00,0.049574724608417484,0.0,0.1100410911774417
2016-10-31 12:00:00,0.04960108585398018,0.0,0.11007656369367365
2016-10-31 13:00:00,0.05113060260811918,0.0,0.11161408055618853
2016-10-31 14:00:00,0.048728398984800074,0.0,0.10921891887914736
2016-10-31 15:00:00,0.043703640136517376,0.0,0.10420079915402379
2016-10-31 16:00:00,0.041461876488996886,0.0,0.10196530313940105
2016-10-31 17:00:00,0.04070149513532503,0.0,0.10121103421585298
2016-10-31 18:00:00,0.03637609366378983,0.0,0.09689159449778788
2016-10-31 19:00:00,0.03240974336279677,0.0,0.09293114436838137
2016-10-31 20:00:00,0.029024621179922678,0.0,0.08955185981481215
2016-10-31 21:00:00,0.025504488282851987,0.0,0.08603753967508598
2016-10-31 22:00:00,0.018840924521776412,0.0,0.0793797622708444
2016-10-31 23:00:00,0.011864494070124888,0.0,0.07240910784114721
2016-11-01 00:00:00,0.014932777197115044,0.0,0.07732464555588077
2016-11-01 01:00:00,0.012233973806248384,0.0,0.07550283259604162
2016-11-01 02:00:00,0.012175611550455552,0.0,0.07581422446548622
2016-11-01 03:00:00,0.016029870375146867,0.0,0.0798633050743211
2016-11-01 04:00:00,0.029100978584784006,0.0,0.09302841825027003
2016-11-01 05:00:00,0.058807203536252586,0.0,0.1227918102292003
2016-11-01 06:00:00,0.07909164376112873,0.015073493460869503,0.14310979406138796
2016-11-01 07:00:00,0.12299688227742907,0.058954491490614144,0.187039273064244
2016-11-01 08:00:00,0.11684302865814364,0.0527831081045473,0.18090294921174
2016-11-01 09:00:00,0.11281652564493212,0.048741908059930464,0.17689114322993377
2016-11-01 10:00:00,0.07399984188390639,0.009912788067855019,0.13808689569995775
2016-11-01 11:00:00,0.05847120951387242,0.0,0.12256970737145265
2016-11-01 12:00:00,0.057764252629886985,0.0,0.12187334299963143
2016-11-01 13:00:00,0.05988903712159771,0.0,0.1240083434088082
