datetime,UCM_forecast,UCM_lower,UCM_upper
2016-10-31 00:00:00,0.002269960580394037,0.0,0.0523806802606044
2016-10-31 01:00:00,5.2902259652533675e-05,0.0,0.05027535166537149
2016-10-31 02:00:00,0.0006825823870550186,0.0,0.05101651350465577
2016-10-31 03:00:00,0.005779474323541364,0.0,0.05622464078369645
2016-10-31 04:00:00,0.01985405646948141,0.0,0.0704102135290734
2016-10-31 05:00:00,0.050892464794209925,0.00022556026990026845,0.10155936931851958
2016-10-31 06:00:00,0.06533857776519672,0.01456116732003037,0.11611598821036306
2016-10-31 07:00:00,0.13508244043546003,0.08419476403971303,0.185970116831207
2016-10-31 08:00:00,0.1047763036492256,0.053778599716600914,0.15577400758185028
2016-10-31 09:00:00,0.108999447954407,0.05789195335878999,0.160106942550024
2016-10-31 10:00:00,0.06712237285226215,0.015905322944224698,0.1183394227602996
2016-10-31 11:00:00,0.04562952627737241,0.0,0.09695589765431448
2016-10-31 12:00:00,0.04657422984777069,0.0,0.09800969034114194
2016-10-31 13:00:00,0.04896502054994855,0.0,0.10050933928253569
2016-10-31 14:00:00,0.044182518495649636,0.0,0.09583546604995588
2016-10-31 15:00:00,0.03838288663863849,0.0,0.0901442350415664
2016-10-31 16:00:00,0.035874006139129146,0.0,0.08774352884688755
2016-10-31 17:00:00,0.03315832433599077,0.0,0.08513579621922153
2016-10-31 18:00:00,0.029703694411011092,0.0,0.0817888917401316
2016-10-31 19:00:00,0.027256409405683822,0.0,0.07944910983644138
2016-10-31 20:00:00,0.022740565386409266,0.0,0.07504054794564323
2016-10-31 21:00:00,0.02025442631715225,0.0,0.07266147138876028
2016-10-31 22:00:00,0.014560240704955539,0.0,0.06707413001606001
2016-10-31 23:00:00,0.0075595836731124745,0.0,0.06018010028042365
2016-11-01 00:00:00,0.0022470948644173275,0.0,0.05497402314078943
2016-11-01 01:00:00,3.0036543675803035e-05,0.0,0.052863162164852776
2016-11-01 02:00:00,0.0006597166710783365,0.0,0.05359882660262558
