DateTime,ARIMA,UCM,ML
2016-12-01 00:00:00,0.0076706672567092,0.0058335635621785,0.0045178672298789
2016-12-01 01:00:00,0.0060136091284056,0.0032958392637425,0.0054240580648183
2016-12-01 02:00:00,0.0069426607314821,0.0036706316185694,0.0098020574077963
2016-12-01 03:00:00,0.0127070151024504,0.0089623608672205,0.0501018166542053
2016-12-01 04:00:00,0.0296407501691141,0.0234875485958244,0.0877550169825553
2016-12-01 05:00:00,0.0645687304232653,0.0520274044441137,0.1009988337755203
2016-12-01 06:00:00,0.0893804372256952,0.0782480723604914,0.0975168570876121
2016-12-01 07:00:00,0.142623183691938,0.1304149060654682,0.1010090112686157
2016-12-01 08:00:00,0.1123539515913821,0.118081060413243,0.0711140409111976
2016-12-01 09:00:00,0.1038362454895959,0.1095591500233045,0.0734451487660408
2016-12-01 10:00:00,0.0679128116585777,0.0639052639311815,0.0552921257913112
2016-12-01 11:00:00,0.0543169484600404,0.0522288645760321,0.0523675121366977
2016-12-01 12:00:00,0.0529703563174432,0.0503830571033112,0.0526467151939868
2016-12-01 13:00:00,0.0545570116711048,0.0516009946064597,0.0501016341149807
2016-12-01 14:00:00,0.0502111457056667,0.0479478343545163,0.0405855700373649
2016-12-01 15:00:00,0.0449190158923751,0.0418982696308135,0.0359585843980312
2016-12-01 16:00:00,0.0412629547067457,0.0387626114249082,0.0341878831386566
2016-12-01 17:00:00,0.0406034953389154,0.0382615745965044,0.0311686247587203
2016-12-01 18:00:00,0.0350775631045208,0.0329712241513294,0.0254655629396438
2016-12-01 19:00:00,0.0312412281636213,0.0299671219943524,0.0185659602284431
2016-12-01 20:00:00,0.0276873306203442,0.0260736899734938,0.0156727079302072
2016-12-01 21:00:00,0.025398034705752,0.0236733021786601,0.0126799019053578
2016-12-01 22:00:00,0.019649767216541,0.0178389272432847,0.0028066711965948
2016-12-01 23:00:00,0.0134042371166802,0.0107784982756068,0.0
2016-12-02 00:00:00,0.0071361922290925,0.0055079646176016,0.0011283862404525
2016-12-02 01:00:00,0.0050910540849748,0.0029702403191656,0.0
2016-12-02 02:00:00,0.0057338716816388,0.0033450326739925,0.0107815349474549
2016-12-02 03:00:00,0.0111137530714208,0.0086367619226436,0.048959020525217
2016-12-02 04:00:00,0.0268731527796915,0.0231619496512474,0.1052608266472816
2016-12-02 05:00:00,0.058944699603374,0.0517018054995368,0.0622671842575073
2016-12-02 06:00:00,0.0843116520611416,0.0779224734159145,0.0974091216921806
2016-12-02 07:00:00,0.1362517569781219,0.1300893071208914,0.0830924063920974
2016-12-02 08:00:00,0.1177447127813038,0.1177554614686661,0.0632442682981491
2016-12-02 09:00:00,0.108085117952595,0.1092335510787277,0.0650905594229698
2016-12-02 10:00:00,0.0650705006930753,0.0635796649866045,0.0538862645626068
2016-12-02 11:00:00,0.0517248317572714,0.0519032656314552,0.0536458753049373
2016-12-02 12:00:00,0.0508705472498778,0.0500574581587343,0.0548257678747177
2016-12-02 13:00:00,0.0524817597920329,0.0512753956618827,0.0501773506402969
2016-12-02 14:00:00,0.0484711166239314,0.0476222354099394,0.041107278317213
2016-12-02 15:00:00,0.0432121009506798,0.0415726706862366,0.0374226979911327
2016-12-02 16:00:00,0.0401132141733694,0.0384370124803313,0.036211010068655
2016-12-02 17:00:00,0.03949810857759,0.0379359756519275,0.0330654345452785
2016-12-02 18:00:00,0.0342194864051673,0.0326456252067525,0.0272109229117631
2016-12-02 19:00:00,0.0307552862333876,0.0296415230497756,0.0230909548699855
2016-12-02 20:00:00,0.026831919050648,0.0257480910289168,0.0176148097962141
2016-12-02 21:00:00,0.0243859099764622,0.0233477032340832,0.0136304600164294
2016-12-02 22:00:00,0.0187501268645527,0.0175133282987078,0.0081320432946085
2016-12-02 23:00:00,0.0121379352659732,0.0104528993310299,0.0030146706849336
2016-12-03 00:00:00,0.0023360455726809,0.004189641405174,0.0018715318292379
2016-12-03 01:00:00,0.0001666850711124,0.001651917106738,0.0021909419447183
2016-12-03 02:00:00,0.000717882394993,0.0020267094615649,0.006890891585499
2016-12-03 03:00:00,0.005974709164735,0.007318438710216,0.0172728225588798
2016-12-03 04:00:00,0.0213582758542072,0.0218436264388199,0.0351393148303031
2016-12-03 05:00:00,0.0525156653038182,0.0503834822871092,0.0640265047550201
2016-12-03 06:00:00,0.0780603115110391,0.0766041502034868,0.0566233024001121
2016-12-03 07:00:00,0.1295835261952252,0.1287709839084638,0.0530554056167602
2016-12-03 08:00:00,0.1148407677207746,0.1164371382562384,0.0514466799795627
2016-12-03 09:00:00,0.1048157300105856,0.1079152278663001,0.0508074723184108
2016-12-03 10:00:00,0.0595317001405809,0.062261341774177,0.0508324056863784
2016-12-03 11:00:00,0.0462661011928297,0.0505849424190276,0.0508742704987525
2016-12-03 12:00:00,0.0455693710545798,0.0487391349463067,0.0514421202242374
2016-12-03 13:00:00,0.0471884425246595,0.0499570724494552,0.0497621446847915
2016-12-03 14:00:00,0.0432850815605971,0.0463039121975118,0.046301070600748
2016-12-03 15:00:00,0.0380366634218081,0.040254347473809,0.0441110022366046
2016-12-03 16:00:00,0.0351160907331663,0.0371186892679036,0.0438539609313011
2016-12-03 17:00:00,0.0345151797683657,0.0366176524394999,0.0401803143322467
2016-12-03 18:00:00,0.0293157049288051,0.031327301994325,0.0332984887063503
2016-12-03 19:00:00,0.0259706001107897,0.028323199837348,0.0256285220384597
2016-12-03 20:00:00,0.0219289904774267,0.0244297678164892,0.0209105052053928
2016-12-03 21:00:00,0.0194328280293708,0.0220293800216555,0.0151710407808423
2016-12-03 22:00:00,0.0138330436143444,0.0161950050862802,0.0086504276841878
2016-12-03 23:00:00,0.0071035082699059,0.0091345761186023,0.0025273910723626
2016-12-04 00:00:00,0.0,0.0028713181927463,0.0037989462725818
2016-12-04 01:00:00,0.0,0.0003335938943104,0.0040736375376582
2016-12-04 02:00:00,0.0,0.0007083862491374,0.00603569438681
2016-12-04 03:00:00,0.000894512575802,0.0060001154977884,0.0129480939358472
2016-12-04 04:00:00,0.0161578003339085,0.0205253032263922,0.0296556875109672
2016-12-04 05:00:00,0.0470226293476644,0.0490651590746817,0.0601405315101146
2016-12-04 06:00:00,0.0726241434006794,0.0752858269910592,0.0528647117316722
2016-12-04 07:00:00,0.1240139394945154,0.1274526606960363,0.0468070842325687
2016-12-04 08:00:00,0.1104758762965941,0.1151188150438108,0.0447338297963142
2016-12-04 09:00:00,0.1003338848411651,0.1065969046538725,0.0465693920850753
2016-12-04 10:00:00,0.0543235682718247,0.0609430185617494,0.0476379320025444
2016-12-04 11:00:00,0.0410835943545395,0.0492666192066,0.0477436296641826
2016-12-04 12:00:00,0.0404372867979578,0.0474208117338791,0.0483241602778434
2016-12-04 13:00:00,0.0420588733835229,0.0486387492370275,0.0475804395973682
2016-12-04 14:00:00,0.0381898462543435,0.0449855889850842,0.0434345081448555
2016-12-04 15:00:00,0.0329448196752382,0.0389360242613814,0.044235672801733
2016-12-04 16:00:00,0.0300813133615221,0.0358003660554761,0.0440739020705223
2016-12-04 17:00:00,0.0294849451456379,0.0352993292270722,0.0401906035840511
2016-12-04 18:00:00,0.0243108000565486,0.0300089787818973,0.032692689448595
2016-12-04 19:00:00,0.0210038096699881,0.0270048766249204,0.0246611442416906
2016-12-04 20:00:00,0.0169243585622343,0.0231114446040616,0.0205352641642093
2016-12-04 21:00:00,0.0144121453844876,0.0207110568092279,0.0138227213174104
2016-12-04 22:00:00,0.0088238817368249,0.0148766818738526,0.0069149984046816
2016-12-04 23:00:00,0.0020567925330881,0.0078162529061747,0.001516381977126
2016-12-05 00:00:00,0.0,0.0025457192481694,0.0055691841989755
2016-12-05 01:00:00,0.0,7.99494973351242e-06,0.0059949029237031
2016-12-05 02:00:00,0.0,0.0003827873045604,0.010211618617177
2016-12-05 03:00:00,0.0,0.0056745165532116,0.0518595688045024
2016-12-05 04:00:00,0.0147876704036956,0.0201997042818152,0.104025974869728
2016-12-05 05:00:00,0.0455588704527046,0.0487395601301048,0.08542400598526
2016-12-05 06:00:00,0.0711785840873326,0.0749602280464823,0.0944955796003341
2016-12-05 07:00:00,0.122525681842769,0.1271270617514594,0.0675473064184188
2016-12-05 08:00:00,0.1093731607679556,0.1147932160992338,0.0523669607937336
2016-12-05 09:00:00,0.0991937402662575,0.1062713057092956,0.0512515306472778
2016-12-05 10:00:00,0.0529509880582105,0.0606174196171725,0.048265840858221
2016-12-05 11:00:00,0.039719214993741,0.0489410202620231,0.0470409244298934
2016-12-05 12:00:00,0.0390890443222021,0.0470952127893022,0.0488903783261776
2016-12-05 13:00:00,0.0407114358274701,0.0483131502924507,0.0461565293371677
2016-12-05 14:00:00,0.0368533966550405,0.0446599900405072,0.0394431203603744
2016-12-05 15:00:00,0.0316094554866168,0.0386104253168045,0.0355868563055992
2016-12-05 16:00:00,0.0287642122903675,0.0354747671108991,0.0340202376246452
2016-12-05 17:00:00,0.0281692979035935,0.0349737302824954,0.0303493104875087
2016-12-05 18:00:00,0.0230032591680068,0.0296833798373204,0.0246708467602729
2016-12-05 19:00:00,0.0197084666534813,0.0266792776803435,0.0185510460287332
2016-12-05 20:00:00,0.0156169050289333,0.0227858456594847,0.0149203250184655
2016-12-05 21:00:00,0.0130995550896146,0.0203854578646511,0.0122012728825211
2016-12-05 22:00:00,0.0075149784665431,0.0145510829292756,0.0031512770801782
2016-12-05 23:00:00,0.0007358707923043,0.0074906539615978,0.0056337872520089
2016-12-06 00:00:00,0.0,0.0034580272177177,0.0045801871456205
2016-12-06 01:00:00,0.0,0.0009203029192818,0.0054692267440259
2016-12-06 02:00:00,0.0,0.0012950952741087,0.0179336443543434
2016-12-06 03:00:00,0.0028881595937122,0.0065868245227598,0.0541339926421642
2016-12-06 04:00:00,0.0181006350412859,0.0211120122513634,0.1385015249252319
2016-12-06 05:00:00,0.0488418707411718,0.0496518680996532,0.1425359696149826
2016-12-06 06:00:00,0.0744674088406844,0.0758725360160304,0.1320167481899261
2016-12-06 07:00:00,0.1258008417230524,0.1280393697210077,0.1284765303134918
2016-12-06 08:00:00,0.1127717068120155,0.1157055240687821,0.0828783810138702
2016-12-06 09:00:00,0.1025803077840913,0.1071836136788439,0.0592342726886272
2016-12-06 10:00:00,0.0562631685244979,0.0615297275867207,0.0507337711751461
2016-12-06 11:00:00,0.0430340200027384,0.0498533282315713,0.0484773330390453
2016-12-06 12:00:00,0.0424090136653187,0.0480075207588505,0.0500543490052223
2016-12-06 13:00:00,0.0440316627713736,0.0492254582619989,0.0462517477571964
2016-12-06 14:00:00,0.040177140106609,0.0455722980100555,0.0385056994855403
2016-12-06 15:00:00,0.0349335463053135,0.0395227332863528,0.0346136093139648
2016-12-06 16:00:00,0.0320941479075123,0.0363870750804474,0.0340936481952667
2016-12-06 17:00:00,0.0314996987938847,0.0358860382520436,0.0305289383977651
2016-12-06 18:00:00,0.0263362543581188,0.0305956878068687,0.0236435737460851
2016-12-06 19:00:00,0.023045365563956,0.0275915856498918,0.0165267400443553
2016-12-06 20:00:00,0.0189499281755965,0.023698153629033,0.0148557871580123
2016-12-06 21:00:00,0.0164309343035747,0.0212977658341992,0.0133449472486972
2016-12-06 22:00:00,0.0108475376496758,0.015463390898824,0.0076846769079566
2016-12-06 23:00:00,0.0040645836694673,0.0084029619311461,0.0023539680987596
2016-12-07 00:00:00,0.004804382811012,0.0049212555926302,0.0031108309049159
2016-12-07 01:00:00,0.0025771692055492,0.0023835312941942,0.0023709984961897
2016-12-07 02:00:00,0.0030856969387761,0.0027583236490213,0.0188307724893093
2016-12-07 03:00:00,0.0082852144468868,0.0080500528976723,0.0533564500510692
2016-12-07 04:00:00,0.0234937473786634,0.0225752406262759,0.1858404874801635
2016-12-07 05:00:00,0.0542253935009992,0.0511150964745657,0.1677150428295135
